ins_ind,ticker_filename,date,n_adj_close,gt,adj_close,prev_ins_ind,run,method,dataset,dropout,prob_measure,prob,prob_filter,day_pred,day_action_pred,day_action,log_return,matches_gt_day
3709,AAPL.csv,2016-06-17,-2.275758,0.0,94.332041,3600.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6870849202888889,0,1.0,1,0,0.006065713263889628,0
3775,AAPL.csv,2016-06-21,0.85174,0.0,94.905971,3709.0,4,Adv-ALSTM,kdd17,0.5,entr,0.2129821973127643,0,1.0,1,0,0.001979011713837479,0
3820,AAPL.csv,2016-06-23,0.57561,0.0,95.093977,3775.0,4,Adv-ALSTM,kdd17,0.5,entr,0.34651533691866615,0,1.0,1,0,-0.028497937786335,1
3858,AAPL.csv,2016-06-24,-2.80957,0.0,92.422245,3820.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6870849202888889,0,1.0,1,0,-0.014668081360754,1
3903,AAPL.csv,2016-06-27,-1.456103,0.0,91.076482,3858.0,4,Adv-ALSTM,kdd17,0.5,entr,0.11690684913753106,0,1.0,1,0,0.016700222403688365,0
3948,AAPL.csv,2016-06-28,1.684045,0.0,92.610251,3903.0,4,Adv-ALSTM,kdd17,0.5,entr,0.431284935742842,0,1.0,1,0,0.008617591893976703,0
3988,AAPL.csv,2016-06-29,0.865483,0.0,93.411777,3948.0,4,Adv-ALSTM,kdd17,0.5,entr,0.44786878553807696,0,1.0,1,0,0.012631716850467285,0
4032,AAPL.csv,2016-06-30,1.271183,0.0,94.599212,3988.0,4,Adv-ALSTM,kdd17,0.5,entr,0.5139566706172256,0,1.0,1,0,-0.006401205465989299,1
4100,AAPL.csv,2016-07-05,-0.938577,0.0,93.995597,4032.0,4,Adv-ALSTM,kdd17,0.5,entr,0.1835211367833753,0,1.0,1,0,0.005668721863823155,0
4134,AAPL.csv,2016-07-06,0.568482,0.0,94.529945,4100.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6687480868518094,0,1.0,1,0,0.011966229553010709,0
4193,AAPL.csv,2016-07-08,0.771313,0.0,95.667907,4134.0,4,Adv-ALSTM,kdd17,0.5,entr,0.4637264398194103,0,1.0,1,0,0.001963349024074487,0
4292,AAPL.csv,2016-07-13,-0.564561,0.0,95.855921,4193.0,4,Adv-ALSTM,kdd17,0.5,entr,0.34651533691866615,0,1.0,1,0,0.019626485317101334,0
4312,AAPL.csv,2016-07-14,1.982035,0.0,97.755819,4292.0,4,Adv-ALSTM,kdd17,0.5,entr,0.37677016125643675,0,1.0,1,0,0.010472366619080072,0
4349,AAPL.csv,2016-07-18,1.062971,0.0,98.784933,4312.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6664589005803316,0,1.0,1,0,-0.004014874448937821,1
4409,AAPL.csv,2016-07-21,-0.530211,0.0,98.389119,4349.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6929471672244782,0,1.0,1,0,-0.00777424969018787,1
4431,AAPL.csv,2016-07-22,-0.774411,0.0,97.627183,4409.0,4,Adv-ALSTM,kdd17,0.5,entr,0.49339233174026287,0,1.0,1,0,-0.01346966771068476,1
4458,AAPL.csv,2016-07-25,-1.337936,0.0,96.320994,4431.0,4,Adv-ALSTM,kdd17,0.5,entr,0.683314913574166,0,1.0,1,0,-0.006906866082339294,1
4474,AAPL.csv,2016-07-26,-0.688307,0.0,95.65801,4458.0,4,Adv-ALSTM,kdd17,0.5,entr,0.3139558502316525,0,1.0,1,0,0.06294030901494646,0
4503,AAPL.csv,2016-07-27,6.496327,0.0,101.872267,4474.0,4,Adv-ALSTM,kdd17,0.5,entr,0.098039113279732,0,1.0,1,0,0.01341135663833669,0
4532,AAPL.csv,2016-07-28,1.350169,0.0,103.247715,4503.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6341786357122057,0,1.0,1,0,0.01625594214558021,0
4580,AAPL.csv,2016-08-01,1.765669,0.0,104.93982,4532.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6410354778811556,0,1.0,1,0,-0.014915010447963164,1
4599,AAPL.csv,2016-08-02,-1.480433,0.0,103.386256,4580.0,4,Adv-ALSTM,kdd17,0.5,entr,0.40496348506393853,0,1.0,1,0,0.01246030924921749,0
4622,AAPL.csv,2016-08-03,1.253826,0.0,104.68254,4599.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6687480868518094,0,1.0,1,0,0.006158522236870731,0
4648,AAPL.csv,2016-08-04,0.617752,0.0,105.329219,4622.0,4,Adv-ALSTM,kdd17,0.5,entr,0.13474216817976675,0,1.0,1,0,0.015092865200648278,0
4666,AAPL.csv,2016-08-05,1.520734,0.0,106.930996,4648.0,4,Adv-ALSTM,kdd17,0.5,entr,0.03147906594716675,0,1.0,1,0,0.008246505730670763,0
4698,AAPL.csv,2016-08-08,0.82806,0.0,107.816449,4666.0,4,Adv-ALSTM,kdd17,0.5,entr,0.03147906594716675,0,1.0,1,0,-0.003420098264751441,1
4728,AAPL.csv,2016-08-10,-0.744415,0.0,107.448336,4698.0,4,Adv-ALSTM,kdd17,0.5,entr,0.167944147734173,0,1.0,1,0,0.013610692303239844,0
4780,AAPL.csv,2016-08-15,1.201704,0.0,108.92078,4728.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6930971797265786,0,1.0,1,0,-0.008899565528186758,1
4897,AAPL.csv,2016-08-22,-0.777248,0.0,107.955733,4780.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6859298002523728,0,1.0,1,0,-0.00443339464158184,1
4933,AAPL.csv,2016-08-24,-0.75333,0.0,107.478182,4897.0,4,Adv-ALSTM,kdd17,0.5,entr,0.439669879401343,0,1.0,1,0,-0.01014100605150399,1
4967,AAPL.csv,2016-08-26,-0.585662,0.0,106.393753,4933.0,4,Adv-ALSTM,kdd17,0.5,entr,0.683314913574166,0,1.0,1,0,-0.008828859094119897,1
5014,AAPL.csv,2016-08-30,-0.767646,0.0,105.458552,4967.0,4,Adv-ALSTM,kdd17,0.5,entr,0.3139558502316525,0,1.0,1,0,0.006863222977165994,0
5054,AAPL.csv,2016-09-01,0.593784,0.0,106.184827,5014.0,4,Adv-ALSTM,kdd17,0.5,entr,0.2787693717685874,0,1.0,1,0,0.00932581564454262,0
5068,AAPL.csv,2016-09-02,0.936944,0.0,107.179719,5054.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6268694575724263,0,1.0,1,0,0.005830892645892182,0
5127,AAPL.csv,2016-09-07,0.612817,0.0,107.806498,5068.0,4,Adv-ALSTM,kdd17,0.5,entr,0.0,0,1.0,1,0,-0.026558544023122143,1
5146,AAPL.csv,2016-09-08,-2.620897,0.0,104.981001,5127.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6534181947937018,0,1.0,1,0,-0.022910181877567673,1
5163,AAPL.csv,2016-09-09,-2.264974,0.0,102.603209,5146.0,4,Adv-ALSTM,kdd17,0.5,entr,0.5976138445793562,0,1.0,1,0,0.022151795297774418,0
5211,AAPL.csv,2016-09-12,2.239897,0.0,104.901415,5163.0,4,Adv-ALSTM,kdd17,0.5,entr,0.30253782309749805,0,1.0,1,0,0.023526030526292794,0
5255,AAPL.csv,2016-09-13,2.380495,0.0,107.398588,5211.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6341786357122057,0,1.0,1,0,0.034775037554695,0
5304,AAPL.csv,2016-09-14,3.538676,0.0,111.199076,5255.0,4,Adv-ALSTM,kdd17,0.5,entr,0.41393713039022373,0,1.0,1,0,0.033433240302846404,0
5325,AAPL.csv,2016-09-15,3.399841,0.0,114.979668,5304.0,4,Adv-ALSTM,kdd17,0.5,entr,0.5139566706172256,0,1.0,1,0,-0.005640183393564255,1
5362,AAPL.csv,2016-09-16,-0.562431,0.0,114.332987,5325.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6410354778811556,0,1.0,1,0,-0.01172877080444002,1
5393,AAPL.csv,2016-09-19,-1.166026,0.0,112.999835,5362.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6150414544493459,0,1.0,1,0,0.009114886118061069,0
5486,AAPL.csv,2016-09-22,0.942316,0.0,114.034524,5393.0,4,Adv-ALSTM,kdd17,0.5,entr,0.03147906594716675,0,1.0,1,0,-0.016804189680377547,1
5514,AAPL.csv,2016-09-23,-1.666379,0.0,112.134277,5486.0,4,Adv-ALSTM,kdd17,0.5,entr,0.056001534354847345,0,1.0,1,0,0.010941580300585813,0
5603,AAPL.csv,2016-09-28,0.760456,0.0,113.36794,5514.0,4,Adv-ALSTM,kdd17,0.5,entr,0.167944147734173,0,1.0,1,0,-0.015654997678255133,1
5631,AAPL.csv,2016-09-29,-1.55331,0.0,111.606985,5603.0,4,Adv-ALSTM,kdd17,0.5,entr,0.167944147734173,0,1.0,1,0,0.007725500930982742,0
5669,AAPL.csv,2016-09-30,0.775542,0.0,112.472544,5631.0,4,Adv-ALSTM,kdd17,0.5,entr,0.1835211367833753,0,1.0,1,0,0.007402833566255735,0
5780,AAPL.csv,2016-10-06,0.74303,0.0,113.308249,5669.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6749869805043389,0,1.0,1,0,0.018788099648748315,0
5819,AAPL.csv,2016-10-10,1.744701,0.0,115.45722,5780.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6918966592050799,0,1.0,1,0,0.011054513232656035,0
5888,AAPL.csv,2016-10-12,0.894233,0.0,116.740624,5819.0,4,Adv-ALSTM,kdd17,0.5,entr,0.1835211367833753,0,1.0,1,0,0.002468404278265609,0
5936,AAPL.csv,2016-10-14,0.555645,0.0,117.029143,5888.0,4,Adv-ALSTM,kdd17,0.5,entr,0.1985152433458726,0,1.0,1,0,0.0001700457459792686,0
6064,AAPL.csv,2016-10-24,0.900517,0.0,117.049045,5936.0,4,Adv-ALSTM,kdd17,0.5,entr,0.167944147734173,0,1.0,1,0,-0.017664706641155492,1
6114,AAPL.csv,2016-10-26,-2.249474,0.0,114.999563,6064.0,4,Adv-ALSTM,kdd17,0.5,entr,0.5205063844754989,0,1.0,1,0,-0.009649249820939685,1
6142,AAPL.csv,2016-10-27,-0.960285,0.0,113.89524,6114.0,4,Adv-ALSTM,kdd17,0.5,entr,0.25363894692169137,0,1.0,1,0,-0.006660866624520494,1
6168,AAPL.csv,2016-10-28,-0.663873,0.0,113.13912,6142.0,4,Adv-ALSTM,kdd17,0.5,entr,0.03147906594716675,0,1.0,1,0,-0.019804420311556412,1
6214,AAPL.csv,2016-11-01,-1.805534,0.0,110.920507,6168.0,4,Adv-ALSTM,kdd17,0.5,entr,0.0,0,1.0,1,0,-0.009880057588798213,1
6276,AAPL.csv,2016-11-03,-1.071873,0.0,109.830002,6214.0,4,Adv-ALSTM,kdd17,0.5,entr,0.03147906594716675,0,1.0,1,0,-0.009054856846364681,1
6294,AAPL.csv,2016-11-04,-0.901399,0.0,108.839996,6276.0,4,Adv-ALSTM,kdd17,0.5,entr,0.47889113905134384,0,1.0,1,0,0.014321868515797061,0
6324,AAPL.csv,2016-11-07,1.442492,0.0,110.410004,6294.0,4,Adv-ALSTM,kdd17,0.5,entr,0.3359322143596015,0,1.0,1,0,0.005869832125529673,0
6372,AAPL.csv,2016-11-08,0.588709,0.0,111.059998,6324.0,4,Adv-ALSTM,kdd17,0.5,entr,0.431284935742842,0,1.0,1,0,-0.029885678734341576,1
6436,AAPL.csv,2016-11-10,-2.786793,0.0,107.790001,6372.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6786267624557614,0,1.0,1,0,0.0059199044132551715,0
6478,AAPL.csv,2016-11-11,0.593746,0.0,108.43,6436.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6926971130356336,0,1.0,1,0,-0.025405317163362036,1
6508,AAPL.csv,2016-11-14,-2.508532,0.0,105.709999,6478.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6918966592050799,0,1.0,1,0,0.013156866792006089,0
6545,AAPL.csv,2016-11-15,1.32438,0.0,107.110001,6508.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6065680978792408,0,1.0,1,0,0.026533081272819278,0
6581,AAPL.csv,2016-11-16,2.688822,0.0,109.989998,6545.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6749869805043389,0,1.0,1,0,0.01569583902413538,0
6659,AAPL.csv,2016-11-21,1.517359,0.0,111.730003,6581.0,4,Adv-ALSTM,kdd17,0.5,entr,0.5881687773541907,0,1.0,1,0,-0.00448511683461076,1
6723,AAPL.csv,2016-11-23,-0.509839,0.0,111.230003,6659.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6859298002523728,0,1.0,1,0,-0.006403683664271204,1
6829,AAPL.csv,2016-11-30,-0.843354,0.0,110.519997,6723.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6534181947937018,0,1.0,1,0,-0.009363270291982176,1
6872,AAPL.csv,2016-12-01,-0.931957,0.0,109.489998,6829.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6534181947937018,0,1.0,1,0,-0.0034766457867548904,1
6929,AAPL.csv,2016-12-05,-0.718836,0.0,109.110001,6872.0,4,Adv-ALSTM,kdd17,0.5,entr,0.5730569171314204,0,1.0,1,0,0.007669132883570209,0
6958,AAPL.csv,2016-12-06,0.769862,0.0,109.949997,6929.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6687480868518094,0,1.0,1,0,0.009774736343959287,0
6980,AAPL.csv,2016-12-07,0.982267,0.0,111.029999,6958.0,4,Adv-ALSTM,kdd17,0.5,entr,0.5677618322739666,0,1.0,1,0,0.009769326994033727,0
7023,AAPL.csv,2016-12-08,0.98172,0.0,112.120003,6980.0,4,Adv-ALSTM,kdd17,0.5,entr,0.3139558502316525,0,1.0,1,0,0.016189976310723247,0
7045,AAPL.csv,2016-12-09,1.632174,0.0,113.949997,7023.0,4,Adv-ALSTM,kdd17,0.5,entr,0.583258840128597,0,1.0,1,0,-0.005720534852020035,1
7076,AAPL.csv,2016-12-12,-0.57042,0.0,113.300003,7045.0,4,Adv-ALSTM,kdd17,0.5,entr,0.6930971797265786,0,1.0,1,0,0.016543761788696973,0
7111,AAPL.csv,2016-12-13,1.668137,0.0,115.190002,7076.0,4,Adv-ALSTM,kdd17,0.5,entr,0.583258840128597,0,1.0,1,0,0.012509303385926544,0
7230,AAPL.csv,2016-12-19,0.577734,0.0,116.639999,7111.0,4,Adv-ALSTM,kdd17,0.5,entr,0.439669879401343,0,1.0,1,0,-0.003005179782816269,1
7290,AAPL.csv,2016-12-22,-0.65778,0.0,116.290001,7230.0,4,Adv-ALSTM,kdd17,0.5,entr,0.439669879401343,0,1.0,1,0,0.008306628688040014,0
7319,AAPL.csv,2016-12-27,0.635088,0.0,117.260002,7290.0,4,Adv-ALSTM,kdd17,0.5,entr,0.583258840128597,0,1.0,1,0,-0.012356446794539774,1
7376,AAPL.csv,2016-12-30,-0.779579,0.0,115.82,7319.0,4,Adv-ALSTM,kdd17,0.5,entr,0.1517144790378862,0,1.0,1,0,0.0,-1
