method,dataset,dropout,run,prob,prob measure,ticker filename,total return,avg return,total log return,avg log return,profit per trade,sharpe ratio,best benchmark log return,best benchmark profit per trade,best benchmark return,best benchmark sharpe ratio,total trading days skipped,total trading days profitable,total trading days,total trading days averted loss by skipping,std log return before trading,log return beats benchmark,sharpe ratio beats benchmark
Adv-ALSTM,kdd17,0.1,2,0.1,entr,D.csv,10.44162799999998,0.08774477310924353,0.13877273146483615,0.0011661574072675306,0.08774477310924353,0.09552056381960054,0.13916786065508968,0.06765753571428651,9.472055000000113,0.06773768896934465,21,69,119,11,0.9992611048415668,False,True
Adv-ALSTM,kdd17,0.1,2,0.3,entr,DOW.csv,-1.6544390000000178,-0.03376406122449016,-0.040317306551865786,-0.0008228021745278731,-0.03376406122449016,-0.08052000647789963,0.06569611729876189,0.027598974522292763,4.333038999999964,0.03628684007045516,108,30,49,51,0.7606511151031723,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,WFC.csv,5.395475000000033,0.033721718750000206,0.13143944478988231,0.0008214965299367645,0.033721718750000206,0.03751172981012525,0.08076038840939817,0.01798230624999997,2.8771689999999954,0.01999322480206274,0,77,160,0,0.8995937811183775,True,True
Adv-ALSTM,kdd17,0.1,2,0.3,entr,MRK.csv,8.80195500000002,0.25888102941176533,0.14544939852607353,0.004277923486060986,0.25888102941176533,0.6843495832431462,0.2559986509175917,0.09791262500000003,14.882719000000002,0.10300779570476402,118,15,34,62,0.9538812478869634,False,True
Adv-ALSTM,kdd17,0.1,2,0.0,entr,EXC.csv,0.33221300000002074,0.001845627777777893,-0.008383268366784227,-4.657371314880126e-05,0.001845627777777893,0.003437562167728194,0.24927218608034296,0.04837971666666675,8.708349000000016,0.09047893060484304,0,97,180,0,0.5356039268030626,False,False
Adv-ALSTM,kdd17,0.1,2,0.5,entr,INTC.csv,-1.6274859999999975,-0.4068714999999994,-0.05470237028489778,-0.013675592571224445,-0.4068714999999994,-5.622727716105921,0.12448636681373527,0.026436824324324516,3.912650000000028,0.04415836835455349,144,4,4,70,0.5991963728085337,False,False
Adv-ALSTM,kdd17,0.1,2,0.2,entr,JNJ.csv,-5.497681999999955,-0.10572465384615298,-0.043063011133365636,-0.0008281348294878007,-0.10572465384615298,-0.11409306424157549,0.16477427875829204,0.14138374766355288,15.12806100000016,0.1037624169419206,55,28,52,22,1.3642214263536563,False,False
Adv-ALSTM,kdd17,0.1,2,0.6,entr,AMZN.csv,9.09997599999997,9.09997599999997,0.017184779818694446,0.017184779818694446,9.09997599999997,13.000000000000002,0.3985800237923112,1.5014763313609505,253.74950000000058,0.10230272025989284,168,0,1,81,14.747760362290824,False,True
Adv-ALSTM,kdd17,0.1,2,0.1,entr,MMM.csv,-11.390473999999983,-0.12380949999999982,-0.06399455521781859,-0.0006955929914980282,-0.12380949999999982,-0.06363166299879565,0.2575420303831394,0.38419321698113257,40.72448100000005,0.17548539641042524,14,53,92,9,2.209530019385266,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,DCM.csv,8.139997000000001,0.04522220555555556,0.3300136875499413,0.0018334093752774517,0.04522220555555556,0.1004577607420579,0.151238192207594,0.02200000555555551,3.9600009999999912,0.04868317782799346,0,92,180,0,0.4523903848847383,True,True
Adv-ALSTM,kdd17,0.1,2,0.6,entr,BHP.csv,0.0,,0.0,,,,0.06094859070899952,0.0043405260663506254,0.9158509999999822,0.005028053974709464,211,0,0,103,0.8621925004224176,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,PG.csv,4.4243749999999125,0.03483759842519616,0.046224597083831274,0.0003639732053844982,0.03483759842519616,0.03441860275708954,0.048320747121904234,0.031616496062991974,4.0152949999999805,0.0312329523613738,0,66,127,0,1.0121068875355426,False,True
Adv-ALSTM,kdd17,0.1,2,0.0,entr,SO.csv,-3.0715979999999377,-0.021784382978722962,-0.0620871242065554,-0.00044033421423088934,-0.021784382978722962,-0.03464506583122118,0.010949280837754658,0.0021147234042553052,0.298175999999998,0.0033611649734339483,0,76,141,0,0.629142767964262,False,False
Adv-ALSTM,kdd17,0.1,2,0.1,entr,ORCL.csv,2.1828780000000165,0.022738312500000173,0.06600432993975577,0.0006875451035391226,0.022738312500000173,0.04339222134363643,0.046778597278716916,0.008000868217054303,1.032112000000005,0.012587518811531095,33,45,96,16,0.6356695349220086,True,True
Adv-ALSTM,kdd17,0.1,2,0.1,entr,AAPL.csv,15.381862999999939,0.11565310526315743,0.13997962152413604,0.001052478357324331,0.11565310526315743,0.06682933899051158,0.2996183213083972,0.19173841509433945,30.486407999999965,0.1041245908040463,26,69,133,18,1.8502038294573224,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,T.csv,-1.818053000000024,-0.014780918699187186,-0.044546521306226605,-0.0003621668398880212,-0.014780918699187186,-0.03036071538334801,0.18054301839096595,0.04967036585365825,6.109454999999965,0.1025167845477992,0,78,123,0,0.48042204770394104,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,MA.csv,33.3601009999999,0.2166240324675318,0.35106843784202546,0.002279665180792373,0.2166240324675318,0.14207654392269245,0.5606824994343769,0.34254248701298645,52.751542999999906,0.2281670929048607,0,81,154,0,1.5401042129251161,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,WMT.csv,13.97356700000006,0.10748897692307738,0.22100559902446654,0.0017000430694189734,0.10748897692307738,0.09811078606037484,-0.05558918251166842,-0.03139446923076883,-4.081280999999947,-0.02852907914802809,0,68,130,0,1.0998012547240972,True,True
Adv-ALSTM,kdd17,0.1,2,0.2,entr,GE.csv,0.900906999999993,0.016087624999999876,0.029667776407612985,0.0005297817215645176,0.016087624999999876,0.05467402718681743,0.12498440013029365,0.02984854615384628,3.8803110000000167,0.06911228964705088,74,27,56,43,0.43284202305251973,False,False
Adv-ALSTM,kdd17,0.1,2,0.1,entr,TM.csv,12.138910999999965,0.09410008527131755,0.11083071740088216,0.0008591528480688539,0.09410008527131755,0.05699119544501075,-0.06576672164030814,-0.0435374285714285,-7.619049999999987,-0.022873588315103714,46,73,129,28,1.9038913534619866,True,True
Adv-ALSTM,kdd17,0.1,2,0.0,entr,BRK-B.csv,27.940085000000096,0.2271551626016268,0.2136670818418569,0.0017371307466817634,0.2271551626016268,0.12375078475001389,0.01601064486578466,0.024228154471544264,2.9800629999999444,0.013099543488865543,0,70,123,0,1.8321280597452507,True,True
Adv-ALSTM,kdd17,0.1,2,0.1,entr,SPY.csv,16.91100499999996,0.19895299999999955,0.08813681019467609,0.0010369036493491305,0.19895299999999955,0.08300852869442724,0.2052368718976844,0.4181681717171724,41.39864900000006,0.16711190205281126,14,47,85,8,2.5353893251024826,False,False
Adv-ALSTM,kdd17,0.1,2,0.1,entr,PTR.csv,17.27531399999996,0.11996745833333305,0.25929240729633746,0.0018006417173356767,0.11996745833333305,0.08003271204137145,0.5894421044318985,0.212804042553191,40.00715999999991,0.1296091530914325,44,69,144,23,1.6548439423665746,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,JPM.csv,-8.049180999999933,-0.05668437323943615,-0.09846894395857245,-0.0006934432673138905,-0.05668437323943615,-0.04501867260889541,0.1974353234397779,0.09239772535211303,13.12047700000005,0.07350658908683566,0,81,142,0,1.2512816315578035,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,XOM.csv,12.063612999999961,0.089360096296296,0.15783479047021332,0.0011691465960756541,0.089360096296296,0.06807481985451196,0.2754391819642786,0.16051905925925916,21.67007299999999,0.1229245989100676,0,72,135,0,1.3126820954952783,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,VALE.csv,-0.7412399999999963,-0.0033846575342465586,-0.18900746798052578,-0.0008630477989978346,-0.0033846575342465586,-0.01457503724391304,-0.4063714169439081,-0.012078885844748841,-2.645275999999996,-0.052079444181556765,0,117,219,0,0.23145072817775544,True,True
Adv-ALSTM,kdd17,0.1,2,0.4,entr,HD.csv,-7.51339200000001,-0.44196423529411827,-0.05874563266350813,-0.003455625450794596,-0.44196423529411827,-0.6047315362739972,-0.19527443743565112,-0.1633099142857155,-22.86338800000017,-0.08414041323337014,123,12,17,62,1.9477254631945196,True,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,UNH.csv,-8.54550800000024,-0.060606439716313756,-0.06480818957194706,-0.00045963255015565293,-0.060606439716313756,-0.029336691169749567,0.21980965115087325,0.18623802836879366,26.259561999999903,0.09048064110190517,0,76,141,0,2.0363197691684367,False,False
Adv-ALSTM,kdd17,0.1,2,0.5,entr,RDS-B.csv,-1.8628010000000117,-0.3104668333333353,-0.05090412950737751,-0.008484021584562918,-0.3104668333333353,-1.868705948635759,0.1528141497270145,0.03993188043478255,7.34746599999999,0.03720568682612303,178,3,6,87,1.0707952184710972,False,False
Adv-ALSTM,kdd17,0.1,2,0.3,entr,GOOGL.csv,-29.060060999999905,-0.7854070540540515,-0.03164483582208197,-0.0008552658330292424,-0.7854070540540515,-0.11804283161577667,-0.0369812833324548,-0.1752424827586208,-25.41016000000002,-0.01404565295799542,108,19,37,51,12.4770839562381,True,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,PEP.csv,19.27391799999998,0.16759928695652157,0.18577413610860216,0.001615427270509584,0.16759928695652157,0.13754824379364083,0.004130712213865708,0.0003470260869564952,0.03990799999999695,0.00028212379479900017,0,64,115,0,1.2295172572560304,True,True
Adv-ALSTM,kdd17,0.1,2,0.0,entr,BAC.csv,-2.8587939999999907,-0.015287668449197812,-0.15651311503202336,-0.0008369685295830126,-0.015287668449197812,-0.04432662287171668,-0.3563898744032369,-0.025808663101604262,-4.8262199999999975,-0.0749693817801715,0,103,187,0,0.3442903897464811,True,True
Adv-ALSTM,kdd17,0.1,2,0.2,entr,PFE.csv,4.73363500000001,0.07065126865671657,0.14789409535050596,0.002207374557470238,0.07065126865671657,0.20698394993369118,0.1422723725961081,0.034362919708029134,4.707719999999991,0.0696369871009235,70,30,67,37,0.49461435224426575,True,True
Adv-ALSTM,kdd17,0.1,2,0.4,entr,RIO.csv,9.912316999999987,0.24780792499999968,0.35905312171000303,0.008976328042750076,0.24780792499999968,0.5227442306476052,0.8278685301252704,0.10975770754716987,23.26863400000001,0.12311994597125565,172,19,40,79,0.8970328337931093,False,True
Adv-ALSTM,kdd17,0.1,2,0.1,entr,TOT.csv,28.63962400000006,0.18966638410596068,0.6511974451963638,0.004312565862227575,0.18966638410596068,0.23310483770469984,0.15500396089832053,0.03191277173913085,5.871950000000076,0.035157440381921444,33,82,151,17,0.9075098373107847,True,True
Adv-ALSTM,kdd17,0.1,2,0.0,entr,DUK.csv,5.10489699999998,0.03699200724637666,0.07027891591680416,0.0005092675066435084,0.03699200724637666,0.03358366033580256,0.1943000925149827,0.1073163115942028,14.809650999999988,0.0978415206626017,0,79,138,0,1.1013886921124947,False,False
Adv-ALSTM,kdd17,0.1,2,0.3,entr,CMCSA.csv,-4.499016000000012,-0.11535938461538492,-0.07097081745862285,-0.001819764550221099,-0.11535938461538492,-0.1960512511425401,0.2621514913821378,0.1228205040650411,15.106922000000054,0.1362214514981657,84,24,39,43,0.9035279663951028,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,UPS.csv,22.77415699999996,0.20334068749999964,0.2093422250433997,0.0018691270093160687,0.20334068749999964,0.16927875599707723,0.30108501366795537,0.269173116071428,30.14738899999993,0.226561150832996,0,63,112,0,1.2099265542098652,False,False
Adv-ALSTM,kdd17,0.1,2,0.3,entr,MSFT.csv,1.385477999999992,0.03298757142857124,0.017188509057706393,0.00040925021565967604,0.03298757142857124,0.05689926937263082,0.3682448964594981,0.13831884827586216,20.056233000000013,0.1405954237090641,103,22,42,53,0.9916251391533516,False,False
Adv-ALSTM,kdd17,0.1,2,0.5,entr,BA.csv,-0.697513999999984,-0.1395027999999968,-0.00885045499633703,-0.0017700909992674058,-0.1395027999999968,-0.4120044552239555,0.3361026261943896,0.2829966315789482,43.01548800000013,0.116285441060259,147,2,5,74,2.449188406654239,False,False
Adv-ALSTM,kdd17,0.1,2,0.0,entr,CHL.csv,-0.9729280000000102,-0.005861012048192833,-0.023115274790637186,-0.00013924864331709148,-0.005861012048192833,-0.00686096843688994,0.0032994354388403355,-0.005436024096385676,-0.9023800000000222,-0.006363451569359661,0,79,166,0,0.8542519628856845,False,False
Adv-ALSTM,kdd17,0.1,2,0.2,entr,NVS.csv,13.21609400000004,0.1835568611111117,0.1718749861870468,0.0023871525859312055,0.1835568611111117,0.1949749815928546,0.3107339173969348,0.16086404054054151,23.807878000000144,0.13542232401251098,76,27,72,48,1.1945936475150303,False,True
Adv-ALSTM,kdd17,0.1,2,1.0,entr,MO.csv,0.0,,0.0,,,,0.2379141091881609,0.11704046093749987,14.981178999999983,0.14076391261228874,128,0,0,55,0.8383101303381311,False,False
Adv-ALSTM,kdd17,0.1,2,0.2,entr,NGG.csv,4.870162000000043,0.06493549333333391,0.07068112132401268,0.0009424149509868356,0.06493549333333391,0.07823150049649369,-0.035541337141052065,-0.011522340277777763,-1.6592169999999982,-0.01072344796360005,69,40,75,42,1.0706358220632508,True,True
Adv-ALSTM,kdd17,0.1,2,0.0,entr,NTT.csv,-5.089999999999954,-0.03029761904761877,-0.11487299759647514,-0.0006837678428361615,-0.03029761904761877,-0.03887573573198706,0.17672222698351914,0.043392630952381085,7.289962000000024,0.05572286530525565,0,85,168,0,0.7798945605916523,False,False
Adv-ALSTM,kdd17,0.1,2,0.3,entr,CVX.csv,7.875634999999946,0.16407572916666555,0.11159522927477429,0.002324900609891131,0.16407572916666555,0.1796388682292945,0.39730551532351016,0.22977337179487126,35.844645999999905,0.1371819560817493,108,28,48,52,1.6789951561766951,False,True
Adv-ALSTM,kdd17,0.1,2,0.0,entr,KO.csv,7.467989000000024,0.06914804629629652,0.17533694541515732,0.0016234902353255308,0.06914804629629652,0.1224981056406129,-0.13668378426815975,-0.054214083333333635,-5.855121000000032,-0.0957630668966969,0,58,108,0,0.568426265759406,True,True
Adv-ALSTM,kdd17,0.1,2,0.3,entr,VZ.csv,0.7802349999999905,0.0222924285714283,0.007813964389259822,0.00022325612540742348,0.0222924285714283,0.06654430026173966,0.15523987831336133,0.05706279432624103,8.045853999999983,0.08800728552315205,106,22,35,49,0.648158837750346,False,False
Adv-ALSTM,kdd17,0.1,2,0.1,entr,SYT.csv,-4.292689000000038,-0.05433783544303846,-0.06458662632272755,-0.0008175522319332601,-0.05433783544303846,-0.052441929845457355,0.2775533400118451,0.19480155454545495,21.42817100000005,0.14003504896354138,31,38,79,17,1.4047877084154698,False,False
